description#qty_gr#protein#carbohydrate#fiber#calcium#iron#sodium#potassium#zinc#kcal#category
Arroz, integral, cozido#100#2.58825#25.80975#2.74933333333333#5.204#0.262#1.24466666666667#75.1516666666667#0.682666666666667#123.5348925#Cereais e derivados
Arroz, integral, cru#100#7.32328586956522#77.4507141304348#4.81916666666667#7.818#0.948333333333333#1.64566666666667#173.34#1.39516666666667#359.678002032609#Cereais e derivados
Arroz, tipo 1, cozido#100#2.52081666666667#28.05985#1.561#3.54433333333333#0.076666666666667#1.20066666666667#14.6736666666667#0.491333333333333#128.258485666667#Cereais e derivados
Arroz, tipo 1, cru#100#7.15853985507246#78.7595434782609#1.63916666666667#4.41433333333333#0.6777475#1.01916666666667#62.4994166666667#1.22483333333333#357.789273115942#Cereais e derivados
Arroz, tipo 2, cozido#100#2.56841666666667#28.1925833333333#1.06966666666667#3.33366666666667#0.050333333333333#1.95966666666667#20.2033333333333#0.549333333333333#130.119648333333#Cereais e derivados
Arroz, tipo 2, cru#100#7.24188297101449#78.8814503623188#1.71983333333333#4.8335#0.597833333333333#0.568833333333333#57.2845833333333#1.27208333333333#358.116761456522#Cereais e derivados
Aveia, flocos, crua#100#13.9210260869565#66.6356405797102#9.13#47.89#4.44666666666667#4.62666666666667#336.333333333333#2.63#393.822689449275#Cereais e derivados
Biscoito, doce, maisena#100#8.07252173913043#75.2341449275362#2.1#54.45#1.76#352.026666666667#141.64#1.03#442.819390144928#Cereais e derivados
Biscoito, doce, recheado com chocolate#100#6.39721739130435#70.5494492753623#2.95666666666667#27.23#2.27#239.2#232.4#0.993333333333333#471.824779710145#Cereais e derivados
Biscoito, doce, recheado com morango#100#5.71982608695652#71.0135072463768#1.53333333333333#35.78#1.48#229.816666666667#113.013333333333#0.726666666666667#471.174736231884#Cereais e derivados
Biscoito, doce, wafer, recheado de chocolate#100#5.56452173913044#67.5354782608696#1.80333333333333#23.3433333333333#2.44333333333333#137.24#240.453333333333#0.873333333333333#502.456857971014#Cereais e derivados
Biscoito, doce, wafer, recheado de morango#100#4.51704347826087#67.3529565217391#0.82#13.7066666666667#1.09333333333333#119.9#74.8433333333333#0.513333333333333#513.446182608696#Cereais e derivados
Biscoito, salgado, cream cracker#100#10.0551304347826#68.7315362318841#2.51#20.0033333333333#2.2#854.356666666667#180.613333333333#1.13666666666667#431.73228115942#Cereais e derivados
Bolo, mistura para#100#6.15942028985507#84.7139130434783#1.70333333333333#58.879#1.21066666666667#462.88#75.363#0.582666666666667#418.633333333333#Cereais e derivados
Bolo, pronto, aipim#100#4.41666666666667#47.864#0.690666666666667#85.0223333333333#0.489#111.008333333333#134.822666666667#0.415666666666667#323.851666666667#Cereais e derivados
Bolo, pronto, chocolate#100#6.22291666666667#54.71775#1.43#74.5846666666667#2.13233333333333#283.3#211.763333333333#0.713666666666667#410.013666666667#Cereais e derivados
Bolo, pronto, coco#100#5.66666666666667#52.276#1.055#57.1053333333333#0.848#190.338666666667#143.294#0.675666666666667#333.437666666667#Cereais e derivados
Bolo, pronto, milho#100#4.80416666666667#45.1088333333333#0.71#82.5846666666667#0.65#133.811#118.427333333333#0.435#311.387#Cereais e derivados
Canjica, branca, crua#100#7.2#78.061#5.49933333333333#1.96466666666667#0.321666666666667#0.789666666666667#92.9473333333333#0.362333333333333#357.60259#Cereais e derivados
Canjica, com leite integral#100#2.36060004234314#23.6277332909902#1.21666666666667#42.5626666666667#0.056#27.5866666666667#69.809#0.278#112.456777220465#Cereais e derivados
Cereais, milho, flocos, com sal#100#7.29166666666667#80.835#5.29333333333333#1.81366666666667#0.524333333333333#271.737666666667#68.66#0.611#369.59975#Cereais e derivados
Cereais, milho, flocos, sem sal#100#6.875#80.4483333333333#1.83666666666667#1.97466666666667#1.69333333333333#30.9703333333333#28.6973333333333#0.325666666666667#363.338316666667#Cereais e derivados
Cereais, mingau, milho, infantil#100#6.43115942028986#87.2655072463768#3.21333333333333#218.806666666667#3.03#399.403333333333#82.0166666666667#0.363333333333333#394.42752173913#Cereais e derivados
Cereais, mistura para vitamina, trigo, cevada e aveia#100#8.89583333333333#81.6175#4.98333333333333#584.251333333333#12.6413333333333#1163.257#244.361#2.02233333333333#381.133333333333#Cereais e derivados
Cereal matinal, milho#100#7.15579710144928#83.8242028985507#4.11666666666667#142.923333333333#3.05#654.543333333333#83.0866666666667#7.63#365.354163768116#Cereais e derivados
Cereal matinal, milho, açúcar#100#4.74275362318841#88.8405797101449#2.10666666666667#56.4233333333333#3.90333333333333#405.313333333333#51.5966666666667#8.48#376.555253623188#Cereais e derivados
Creme de arroz, pó#100#7.02694977474213#83.8693835585912#1.07133333333333#7.08533333333333#0.632333333333333#1.03033333333333#114.680333333333#1.86366666666667#386.001190336398#Cereais e derivados
