year,country,area,activity,sex,age,fatal
2001,SOUTH AFRICA,Eastern Cape Province,Surfing,M,46,N
2001,AUSTRALIA,New South Wales,Snorkeling,M,,N
2001,USA,Florida,Standing alongside surfboard,M,26,N
2001,BRAZIL,Rio Grande de Norte,Batin,F,12,N
2001,AUSTRALIA,New South Wales,Surfing,M,40,N
2001,USA,Hawaii,Body-boarding,M,,N
2001,USA,Florida,Surfing,M,,N
2001,BRAZIL,Bahia,Attempting to catch a crocodile,M,12,No informed
2001,BRAZIL,Pernambuco,Swimming,M,20,Y
2001,CARIBBEAN SEA,,Sinking of the 40' Esperanza off St. Maartin with 36 refugees on board,,,Y
2001,AUSTRALIA,Western Australia,Fishing for whiting,,,N
2001,MALAYSIA,Off the western coast of peninsular Malaysia,Unknown,F,,No informed
2001,AUSTRALIA,New South Wales,Surfing,M,40,N
2001,AUSTRALIA,New South Wales,Kayaking,M,35,N
2001,CUBA,Holquin Province,Swimming,F,55,N
2001,AUSTRALIA,South Australia,Fishing,,,N
2001,USA,California,Surfing,M,,N
2001,NEW ZEALAND,North Island,Kayaking,M,,N
