year,country,area,activity,sex,age,fatal
2014,AUSTRALIA,South Australia,Surfing,M,,N
2014,AUSTRALIA,South Australia,Body boarding,M,15,N
2014,AUSTRALIA,Western Australia,Petting a shark,M,,N
2014,BRAZIL,,Fishing,M,43,N
2014,USA,Delaware,Standing,M,16,N
2014,AUSTRALIA,South Australia,Body boarding,M,39,N
2014,JAPAN,Atsumi peninsula,Surfing,M,43,N
2014,USA,Texas,Kneeling in the water,F,14,N
2014,USA,Florida,Swimming,F,22,N
2014,AUSTRALIA,New South Wales,Surfing,M,,N
2014,USA,Palmyra Atoll,Tagging sharks,F,37,N
2014,AUSTRALIA,Queensland,Fell into the water,F,29,N
2014,FRANCE,Wallis and Futuna,Scuba diving,M,,N
2014,AUSTRALIA,New South Wales,Teasing a shark,M,10,N
2014,USA,Florida,Body boarding,F,38,N
2014,AUSTRALIA,South Australia,Surfing,M,35,N
2014,USA,Florida,Wading,F,44,N
2014,USA,Georgia,Surfing,M,12,N
2014,USA,Florida,Diving,M,,No informed
2014,USA,South Carolina,Swimming,F,40,N
2014,SOUTH AFRICA,Western Cape Province,Diving,,,N
2014,USA,Florida,Surfing,M,23,N
2014,AUSTRALIA,Western Australia,Spearfishing,M,,N
2014,USA,Florida,Swimming,M ,42,N
2014,USA,Florida,Wading,M,25,N
2014,SOUTH AFRICA,,Shark watching,,,N
2014,SOUTH AFRICA,Eastern Cape Province,Fishing,M,,N
2014,USA,Florida,Surfing,M,teen,N
2014,USA,Florida,Surfing,M,teen,N
2014,AUSTRALIA,New South Wales,Swimming,F,63,Y
2014,AUSTRALIA,Western Australia,Diving for lobsters,M,38,No informed
2014,SOUTH AFRICA,Eastern Cape Province,Swimming,M,66,Y
2014,USA,Florida,Kite Surfing,M,,N
2014,USA,Florida,Surfing,M,9,N
2014,NEW CALEDONIA,Baie de Sainte-Marie,Kite Surfing,M,42,N
2014,AUSTRALIA,Victoria,Surfing,M,42,N
2014,AUSTRALIA,New South Wales,,F,10,No informed
2014,AUSTRALIA,New South Wales,Swimming,M,,N
2014,CAYMAN ISLANDS,,Scuba diving / culling lionfish,M,,No informed
2014,USA,Florida,Surfing,M,21,N
2014,FRENCH POLYNESIA,Society Islands,Kitesurfing,M,21,N
2014,PAPUA NEW GUINEA,,Sailing,M,21,N
2014,AUSTRALIA,South Australia,Spearfishing / Free diving,M,28,Y
2014,TRINIDAD & TOBAGO,Trinidad,Fishing,M,,N
2014,NEW ZEALAND,South Island,Surfing,M,28,N
2014,AUSTRALIA,New South Wales,Fishing,M,,N
2014,NEW ZEALAND,South Island,Spearfishing,M,24,N
2014,JAPAN,Okinawa Prefecture,Sea disaster,M,31,N
2014,USA,Hawaii,Free diving / Photographing pilot whales,M,,N
2014,NEW ZEALAND,,Filming a documentary,,,N
2013,NEW CALEDONIA,North Province,Snorkeling,M,37,N
2013,SOUTH AFRICA,Western Cape Province,Surfing,M,19,N
2013,KIRIBATI,740 miles SE of Tarawa Atoll,Attempting to remove fishing net from submerged object,M,35,N
2013,USA,Hawaii,Boogie boarding,M,29,N
2013,USA,Florida,Surfing,M,30,N
2013,AUSTRALIA,New South Wales,Surfing,M,26,N
2013,USA,Hawaii,Kayaking / Fishing,M,57,Y
2013,AUSTRALIA,New South Wales,Body boarding,M,19,Y
2013,USA,Hawaii,Snorkeling,F,58,N
2013,AUSTRALIA,Western Australia,Surfing,M,35,Y
2013,USA,Oregon,Surfing,M,25,N
2013,AUSTRALIA,Western Australia,Surfing,M,,N
2013,BAHAMAS,,Shark fishing,M,77,N
2013,USA,New Jersey,Body boarding,M,16,N
2013,USA,Florida,Surfing,M,,N
2013,USA,Hawaii,Kiteboarding,M,46,N
2013,AUSTRALIA,Western Australia,Snorkeling,F,60,N
2013,REUNION,dÉtang-Salé,Body boarding,M,24,N
2013,AUSTRALIA,Western Australia,Diving for crayfish,M,,N
2013,AUSTRALIA,New South Wales,Surfing,M,41,N
2013,USA,Hawaii,Diving ,M,45,N
2013,USA,Hawaii,Surfing,M,25,N
2013,USA,Florida,Wading,M,6,N
2013,SOUTH AFRICA,Eastern Cape Province,Swimming / snorkeling,M,74,Y
2013,AUSTRALIA,Western Australia,Diving for Abalone,M,55,N
2013,USA,California,Surfing,M,45,N
2013,USA,Florida,Wading,M,12,N
2013,USA,Florida,Surfing,M,50,N
2013,ISRAEL,Southern District,Diving,M,27,N
2013,USA,Florida,Standing,M,7,N
2013,USA,Florida,Swimming,M,45,N
2013,USA,Florida,Surfing,M,,N
2013,USA,Florida,Swimming,M,21,N
2013,USA,Florida,Surfing,F,13,N
2013,USA,South Carolina,,F,,UNKNOWN
2013,USA,Florida,Surfing,M,43,N
2013,USA,Florida,Standing,M,25,N
2013,USA,Florida,Swimming,M,17,N
2013,USA,Florida,,M,3,N
2013,USA,Florida,Casting a net,M,9,N
2013,BAHAMAS,,Spearfishing,M,,N
2013,USA,California,Swimming,M,,N
2013,USA,California,Marathon swimming,F,47,No informed
2013,FRANCE,Bay of Biscay,Longline fishing for sharks,M,50,N
2013,USA,Florida,Boogie boarding,F,11,N
2013,AUSTRALIA,New South Wales,Wrangling a shark,M,,N
2013,USA,Hawaii,Surfing,M,16,N
2013,USA,California,Surfing,F,,N
2013,USA,Hawaii,Snorkeling,F,20,Y
2013,USA,Hawaii,Kiteboarding,F,19,N
2013,USA,South Carolina,Surfing,M,10,N
2013,SOUTH AFRICA,,Attempting to free the shark,M,,N
2013,USA,Florida,Fishing,M,17,N
2013,USA,Hawaii,Snorkeling,F,56,N
2013,USA,South Carolina,Swimming,M,32,N
2013,BAHAMAS,Abaco Islands,Spearfishing,M,40,N
2013,MEXICO,Quintana Roo,Wading,F,,N
2013,USA,Hawaii,Surfing,M,18,N
2013,BAHAMAS,Exuma Islands,Cleaning fish,M,64,N
2013,BAHAMAS,Abaco Islands,Diving,M,50,N
2013,BRAZIL,Pernambuco,Swimming,F,18,Y
2013,USA,Alabama,Walking in surf,F,50,N
2013,USA,Florida,Swimming ,M,teen,N
2013,REUNION,Saint-Paul,Swimming & snorkeling,F,15,Y
2013,DIEGO GARCIA,,Swimming,M,33,Y
2013,USA,North Carolina,Wading,F,63,N
2013,SPAIN,Catalonia,Swimming,M,48,No informed
2013,AUSTRALIA,Victoria,Body surfing,M,29,N
2013,TAIWAN,Taitung ,Fishing,M,,N
2013,JAMAICA,Kingston Parish,,M,20,No informed
2013,USA,California,Kayaking / Fishing,M,,N
2013,USA,Florida,Swimming,M,,N
2013,USA,South Carolina,Swimming,M,14,N
2013,USA,Hawaii,Swimming,M,28,N
2013,USA,Texas,Swimming,M,15,N
2013,SOUTH AFRICA,Eastern Cape Province,Surfing,M,,N
2013,USA,Florida,Surfing,F,,N
2013,USA,South Carolina,Boogie Boarding,F,10,N
2013,USA,Florida,Fishing for sharks,M,58,N
2013,AUSTRALIA,New South Wales,Surfing,M,,N
2013,USA,Hawaii,Diving,M,32,N
2013,USA,Florida,Swimming,M,11,N
2013,BRAZIL,Pernambuco,,M,41,Y
2013,PALESTINIAN TERRITORIES,,Fishing,M,30,N
2013,ECUADOR,Santa Cruz Island,Surfing,M,29,N
2013,USA,California,Surfing,M,42,No informed
2013,REUNION,Saint-Gilles,Body boarding,M,36,Y
2013,USA,Florida,Surfing,M,16,N
2013,AUSTRALIA,New South Wales,Fishing,M,,N
2013,MEXICO,Quintana Roo,Swimming,F,34,N
2013,AUSTRALIA,New South Wales,Fishing,M,51,N
2013,USA,Florida,Playing in the surf,M,9,N
2013,SOUTH AFRICA,Western Cape Province,Free diving,M,,N
2013,USA,Florida,Surfing,M,21,N
2013,GUAM,,,M,40,Y
2013,FRENCH POLYNESIA,Tuamotus,Kite boarding,M,53,N
2013,USA,Florida,Swimming,M,50,N
2013,AUSTRALIA,Western Australia,,M,24,No informed
2013,USA,Hawaii,Surfing,M,58,N
2013,AUSTRALIA,New South Wales,Surfing,M,47,No informed
2013,SEYCHELLES,,Free diving,M,34,N
2013,BELIZE,,Snorkeling,F,,N
2013,BAHAMAS,Eleuthera,Fly fishing,M,50,N
2013,SOUTH AFRICA,Western Cape Province,Fishing - 'tag & release',M,30,N
2013,SOUTH AFRICA,Western Cape Province,Surfing,M,,N
2013,JAMAICA,St. Catherine,Spearfishing,M,68,Y
2013,AUSTRALIA,Western Australia,Spearfishing,M,28,N
2013,PHILIPPINES,Palawan,Swimming to shore with floatioon devices after boat engine conked out,M,28 & 26,N
2013,SOUTH AFRICA,Eastern Cape Province,Swimming,M,39,N
2013,NEW ZEALAND,North Island,Swimming,M,46,Y
2013,USA,Hawaii,Surfing,,,N
2013,USA,Hawaii,Surfing,M,,N
2013,USA,Florida,Surfing,M,16,N
2013,FRENCH POLYNESIA,Society Islands,Scuba diving,M,48,N
2013,JAMAICA,Kingston Parish,,M,18,N
2013,AUSTRALIA,Victoria,Fishing,M,,N
2013,AUSTRALIA,Queensland,Surfing,M,,N
2013,AUSTRALIA,Queensland,Dragging stranded shark into deeper water,M,62,No informed
2013,USA,Hawaii,Surfing,M,43,N
2013,NEW ZEALAND,Mercury Islands,Spearfishing,M,,N
2013,AUSTRALIA,Western Australia,Spearfishing / Free diving,M,26,N
2012,USA,Florida,Swimming,M,,N
2012,AUSTRALIA,New South Wales,Surfing,M,23,N
2012,AUSTRALIA,New South Wales,Paddle boarding,M,29,N
2012,SOUTH AFRICA,Eastern Cape Province,Swimming,M,20,Y
2012,AUSTRALIA,Western Australia,Surfing,M,32,N
2012,USA,Hawaii,Surfing,M,60,N
2012,AUSTRALIA,New South Wales,Spearfishing,M,31,N
2012,NEW ZEALAND,South Island,Scuba diving,F,25,N
2012,USA,Hawaii,Snorkeling,M,61,N
2012,AUSTRALIA,Queensland,,M,20,No informed
2012,MEXICO,Sinaloa,Swimming,M,32,Y
2012,USA,Florida,Surfing,M,14,N
2012,USA,Hawaii,Diving,M,30,N
2012,USA,Hawaii,Surfing,M,43,N
2012,USA,California,Surfing,M,25,N
2012,USA,Hawaii,Swimming,F,51,N
2012,USA,California,Surfing,M,39,Y
2012,USA,Florida,,F,35,N
2012,USA,Florida,Surfing,M,24,N
2012,USA,Hawaii,Paddle boarding,M,55,N
2012,USA,Florida,,M,,No informed
2012,NIGERIA,Delta,Bathing,F,38,N
2012,USA,California,Windsurfing,M,42,N
2012,AUSTRALIA,Western Australia,Bodyboarding,M,11,N
2012,USA,Florida,Surfing,M,21,N
2012,USA,Florida,Surfing,M,22,N
2012,USA,Florida,Surfing,M,52,N
2012,TONGA,Vava'u,Swimming,F,29,N
2012,USA,Florida,Surfing,,19,N
2012,USA,Florida,Surfing,M,25,N
2012,USA,Florida,Swimming,M,,N
2012,USA,Florida,Surfing,M,30s,N
2012,USA,Florida,Surfing,M,37,N
2012,USA,Florida,Surfing,M,32,N
2012,USA,Florida,Boogie boarding,F,8,N
2012,USA,Hawaii,Spearfishing,,,N
2012,USA,Florida,Swimming or boogie boarding,F,56,N
2012,SCOTLAND,Inner Hebrides,Shark fishing,M,53,N
2012,AUSTRALIA,Western Australia,Surfing,M,34,N
2012,BRAZIL,Pernambuco,Swimming,M,18,Y
2012,USA,Alabama,Wading or swimming,M,31,N
2012,AUSTRALIA,Western Australia,Fishing,,,N
2012,USA,Florida,Free diving ,M,56,N
2012,REUNION,Saint Leu,Surfing,M,39,N
2012,FRENCH POLYNESIA,Tuamotus,Spearfishing,M,,N
2012,USA,California,Surfing,M,17,N
2012,AUSTRALIA,South Australia,Surfing,M,48,N
2012,USA,Hawaii,Surfing,M,44,N
2012,USA,Massachusetts,Body surfing,M,50,N
2012,USA,North Carolina,,M,12,No informed
2012,REUNION,Trois-Bassins,Surfing,M,22,Y
2012,TRINIDAD & TOBAGO,Trinidad,Swimming,M,24,No informed
2012,CANADA,British Colombia,Surfing,F,23,No informed
2012,AUSTRALIA,Western Australia,Surfing,M,24,Y
2012,USA,North Carolina,Swimming,F,43,N
2012,BAHAMAS,Eleuthera,Spearfishing,M,,N
2012,AUSTRALIA,Victoria,Scuba diving,F,42,No informed
2012,USA,California,Kayaking,M,52,N
2012,SOUTH AFRICA,Western Cape Province,Surfing,M,29,N
2012,CROATIA,,Swimming,,60,No informed
2012,USA,Florida,Swimming,M,6,N
2012,USA,Florida,Surfing,M,26,N
2012,USA,Hawaii,Sitting in the water,F,16,N
2012,AUSTRALIA,Tasmania,Surfing,M,,N
2012,USA,Florida,Swimming,M,12,N
2012,AUSTRALIA,Western Australia,Surf skiing ,M,62,N
2012,USA,South Carolina,Standing,M,16,No informed
2012,USA,North Carolina,Wading,F,6,N
2012,USA,Florida,Fishing,M,23,N
2012,USA,South Carolina,Swimming,F,18,N
2012,USA,South Carolina,Swimming,M,,N
2012,USA,South Carolina,Swimming,M,,N
2012,USA,South Carolina,Swimming,M,16,N
2012,AUSTRALIA,Victoria,Surfing,M,42,N
2012,ITALY,Sardinia,Attempting to rescue an injured & beached shark,M,57,2017
2012,AUSTRALIA,New South Wales,Surf skiing ,M,30,N
2012,USA,Florida,Surfing,F,12,N
2012,USA,South Carolina,Boogie Boarding,M,25,N
2012,USA,North Carolina,Wading,F,33,N
2012,MEXICO,Guerrero,Free diving / spearfishing,M,46,N
2012,USA,Florida,Surfing,M,22,N
2012,USA,Hawaii,Kayak Fishing,M,,N
2012,FIJI,,Spearfishing,M,20,N
2012,USA,California,Kayaking / Fishing,M,30,N
2012,USA,Florida,Swimming,F,47,N
2012,USA,California,Paddle boarding,F,15,N
2012,USA,Florida,Surfing,M,28,N
2012,SOUTH AFRICA,Western Cape Province,Body boarding,M,20,Y
2012,AUSTRALIA,South Australia,Kayaking,M,27,N
2012,USA,Hawaii,Surfing,M,28,N
2012,USA,Florida,,M,,N
2012,AUSTRALIA,Western Australia,Scuba diving,M,33,Y
2012,USA,Florida,Surfing,M,21,N
2012,AUSTRALIA,Western Australia,Crayfishing,,,N
2012,AUSTRALIA,Queensland,Surfing,M,20,N
2012,USA,Florida,Surfing,M,61,N
2012,USA,Florida,Surfing,F,15,N
2012,USA,Florida,Surfing,M,17,N
2012,NEW ZEALAND,North Island,Surfing,M,,N
2012,AUSTRALIA,Victoria,"Diving, feeding sharks",F,34,N
2012,REUNION,Saint-Benoit,Body boarding,M,31,N
2012,USA,Florida,Kite Surfing,M,19,N
2012,SAUDI ARABIA,Tabuk Province,Attempting to Kite surf from Egypt to Saudi Arabia,M,42,No informed
2012,CHILE,Antofagasta Province,Fishing (illegally),M,,N
2012,USA,Florida,Kite Surfing,M,,N
2012,AUSTRALIA,New South Wales,Fishing,M,,N
2012,SOUTH AFRICA,Western Cape Province,Fishing,,,N
2012,AUSTRALIA,Queensland,Surfing,M,29,N
2012,USA,Hawaii,Snorkeling,,,N
2012,AUSTRALIA,Western Australia,Snorkeling,M,26,N
2012,BAHAMAS,,"Diving, photographing sharks",M,,N
2012,TAIWAN,Taitung ,Fishing,M,24,N
2012,AUSTRALIA,New South Wales,Surfing,M,44,N
2012,SOUTH AFRICA,Eastern Cape Province,Swimming,M,25,Y
2012,USA,Oregon,Surfing,M,53,N
2012,AUSTRALIA,New South Wales,Surfing,M,28,N
2012,AUSTRALIA,Queensland,Spearfishing,M,34,N
2011,USA,Florida,,M,,N
2011,ANTIGUA,St John's,Swimming,M,,No informed
2011,ECUADOR,Santa Elena,Surfing,M,23,N
2011,USA,Florida,Surfing,M,27,N
2011,USA,Hawaii,Canoeing,M,,N
2011,SOUTH AFRICA,Eastern Cape Province,Kayak Fishing,M,35,N
2011,AUSTRALIA,New South Wales,Surfing,M,51,N
2011,SOUTH AFRICA,KwaZulu-Natal,Surf skiing ,M,,No informed
2011,AUSTRALIA,New South Wales,Surfing,M,14,N
2011,USA,Oregon,Surfing,F,,N
2011,AUSTRALIA,Queensland,Spearfishing,,,No informed
2011,AUSTRALIA,New South Wales,Surfing,M,63,N
2011,INDONESIA,Bali,Surfing,M,18,N
2011,AUSTRALIA,Queensland,Swimming,M,10,N
2011,USA,California,Kayaking,M,,N
2011,PAPUA NEW GUINEA,East New Britain,Scuba diving,M,,N
2011,BRAZIL,Pernambuco,Surfing,M,35,N
2011,REUNION,Bois-Blanc ,Free diving / spearfishing,M,42,N
2011,USA,California,Surfing,M,27,N
2011,SCOTLAND,Moray,Surfing,M,26,N
2011,SOUTH AFRICA,KwaZulu-Natal,Diving,,,N
2011,AUSTRALIA,Western Australia,Diving,M,32,Y
2011,USA,Oregon,Surfing,M,41,N
2011,AUSTRALIA,Victoria,Diving,M,50,N
2011,USA,Florida,Surfing,M,,N
2011,USA,Oregon,Surfing,M,,N
2011,AUSTRALIA,Western Australia,Swimming,M,64,Y
2011,REUNION,,Canoeing,M,51,N
2011,USA,Florida,Wade fishing,M,,N
2011,USA,Alabama,,M,29,N
2011,USA,Puerto Rico,Surfing,M,27,No informed
2011,DOMINICAN REPUBLIC,Samaná Province,Fishing,M,48,N
2011,SOUTH AFRICA,Western Cape Province,Swimming,M,43,N
2011,USA,Florida,Spearfishing,M,21,N
2011,USA,South Carolina,Jumping in the waves,M,5,N
2011,USA,Hawaii,Canoeing,M,,N
2011,REUNION,Saint-Gilles,Body boarding,M,38,Y
2011,KENYA,Coast Province,Swimming,M,17,Y
2011,USA,Florida,Surfing,M,25,N
2011,USA,California,Surfing,M,37,N
2011,PAPUA NEW GUINEA,Central Province,Kite Surfing,M,30,N
2011,USA,Hawaii,Surfing,,,N
2011,AUSTRALIA,Western Australia,Body boarding,M,21,Y
2011,USA,Florida,Surfing,M,19,N
2011,USA,Florida,Surfing,M,19,N
2011,AUSTRALIA,Queensland,Swimming,M,48,No informed
2011,USA,Texas,Wade Fishing,F,39,N
2011,RUSSIA,Primorsky Krai,"Standing, collecting sea stars",M,,N
2011,USA,North Carolina,Surfing,M,21,N
2011,USA,North Carolina,,M,10,N
2011,SOUTH AFRICA,Western Cape Province,Surfing,M,49,Y
2011,RUSSIA,"Peter the Great Bay, Khasan, Primorsky Krai (Far East)",Swimming,M,16,N
2011,USA,North Carolina,Wading,F,20s,N
2011,USA,North Carolina,,M,12,No informed
2011,RUSSIA,"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East)",Swimming,M,25,N
2011,FRENCH POLYNESIA,Society Islands,Surfing,M,32,N
2011,USA,Puerto Rico,Floating ,M,27,N
2011,SEYCHELLES,Praslin,Swimming or Snorkeling,M,30,Y
2011,USA,South Carolina,Playing in the surf,M,7,N
2011,USA,North Carolina,Swimming,M,54,N
2011,SEYCHELLES,Praslin,Diving,M,36,Y
2011,BRAZIL,Pernambuco,Swimming,M,14,No informed
2011,PHILIPPINES,,Sea disaster,M,43,N
2011,USA,New Jersey,Wade Fishing,M,,N
2011,SOUTH AFRICA,Eastern Cape Province,Surfing,M,29,N
2011,USA,North Carolina,Boogie Boarding,F,6,N
2011,REUNION,Saint-Gilles,Kayaking or Wave skiing,M,,N
2011,USA,Texas,Surf fishing,M,,N
2011,BAHAMAS,Grand Bahama Island,Scuba diving,M,54,N
2011,USA,Texas,Swimming,M,12,N
2011,USA,Texas,Wade Fishing,M,14,N
2011,REUNION,Saint-Gilles,Surfing,M,16,N
2011,COLUMBIA,Sucre,Kayaking,M,17,N
2011,TURKS & CAICOS,Middle Caicos,Snorkeling,M,28,N
2011,BRAZIL,Pernambuco,Surfing,M,21,N
2011,SOUTH AFRICA,KwaZulu-Natal,Scuba diving,M,22,N
2011,USA,North Carolina,Playing in the surf,F,10,N
2011,USA,California,Surfing,M,,N
2011,USA,Florida,Jet skiing,M,20,N
2011,TURKS & CAICOS,Caicos Bank,Spearfishing,M,35,N
2011,COSTA RICA,Guanacaste,Surfing,M,15,Y
2011,REUNION,Saint-Gilles-les-Bains,Boogie Boarding,M,31,Y
2011,UNITED KINGDOM,Cornwall,Fishing,,,N
2011,USA,Florida,Scuba diving,M,28,N
2011,COLUMBIA,San Andrés archipelago,Spearfishing,M,24,N
2011,USA,California,Spearfishing,M,28,N
2011,USA,Florida,Wading,M,19,N
2011,MALAYSIA,Kedah,Snorkeling,F,,N
2011,USA,Texas,Standing or boogie boardin,F,22,N
2011,SOUTH AFRICA,Western Cape Province,Surfing,M,33,N
2011,USA,Hawaii,Surfing,F,,N
2011,USA,Hawaii,Paddle boarding,F,,N
2011,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,28,Y
2011,USA,Florida,Body surfing,M,86,N
2011,NEW CALEDONIA,North Province,Kite Boarding,M,15,Y
2011,USA,Florida,Surfing,M,37,N
2011,USA,Florida,Fishing ,M,,N
2011,UNITED ARAB EMIRATES (UAE),Umm al Qaywayan Province,Fishing ,M,43,No informed
2011,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,37,N
2011,USA,Florida,Spearfishing,M,32,N
2011,AUSTRALIA,Western Australia,Washing sand off a speared fish,M,17,N
2011,USA,Florida,Surfing ,M,49,N
2011,NEW ZEALAND,South Island,Surfing,M,41,N
2011,INDONESIA,Bali,Surfing,M,,N
2011,FIJI,Vitu Levu,Diving,M,27,N
2011,USA,Texas,"Standing, holding shark pup",M,,N
2011,MEXICO,Quintana Roo,Swimming,F,,N
2011,AUSTRALIA,New South Wales,Surfing,M,48,N
2011,MEXICO,Quintana Roo,Swimming,M,46,N
2011,FIJI,,Diving / fishing,M,30,N
2011,AUSTRALIA,New South Wales,Wakeboarding,F,24,N
2011,EGYPT,South Sinai Peninsula,,F,,No informed
2011,AUSTRALIA,New South Wales,Surfing,M,,N
2011,AUSTRALIA,Queensland,Fishing,M,36,N
2011,NEW CALEDONIA, Loyalty Islands,Spearfishing,M,21,N
2011,REUNION,Saint Gilles ,Surfing,M,32,N
2011,AUSTRALIA,South Australia,Diving for abalone,M,49,Y
2011,AUSTRALIA,Queensland,Fishing,M,,N
2011,AUSTRALIA,Western Australia,Snorkeling,M,58,N
2011,MEXICO,Colima,Shark fishing on the Ricardo Astorga,M,,N
2011,SOUTH AFRICA,Eastern Cape Province,Surf fishing,M,37,N
2011,MEXICO,Quintana Roo,Swimming,F,38,N
2011,MEXICO,Colima,Shark fishing on the Don Agustín-VI. ,M,25,N
2011,BAHAMAS,West End,Scuba diving,M,55,N
2011,AUSTRALIA,New South Wales,Swimming,F,7,No informed
2011,SOUTH AFRICA,Eastern Cape Province,Surfing,M,16,Y
2011,MEXICO,Quintana Roo,Attempting to fix motor,M,37,N
2011,AUSTRALIA,Western Australia,Fishing,,,N
2010,USA,Hawaii,Body boarding,M,16,N
2010,FIJI,Vitu Levu,Surfing,M,,N
2010,USA,Hawaii,Surfing,M,46,N
2010,EGYPT,South Sinai Peninsula,Snorkeling,F,70,Y
2010,INDONESIA,Bali,Surfing,M,,N
2010,EGYPT,South Sinai Peninsula,Snorkeling,M,54,N
2010,EGYPT,South Sinai Peninsula,Snorkeling,M,46,N
2010,EGYPT,South Sinai Peninsula,Snorkeling,F,70,N
2010,EGYPT,South Sinai Peninsula,Snorkeling,F,48,N
2010,SAMOA,,Fishing,M,47,N
2010,AUSTRALIA,Western Australia,Swimming,M,,No informed
2010,USA,Palmyra Atoll,Snorkeling,M,33,N
2010,DOMINICAN REPUBLIC,,Diving,M,21,Y
2010,INDONESIA,Bali,Surfing,M,,N
2010,AUSTRALIA,Western Australia,Fishing,M,,N
2010,AUSTRALIA,Western Australia,Snorkeling,F,20,N
2010,AUSTRALIA,Western Australia,Spearfishing,M,,N
2010,USA,Oregon,Surfing,M,,N
2010,AZORES,,Fishing,M,,N
2010,USA,Maine,Scuba diving,M,30,N
2010,AUSTRALIA,Western Australia,Kite Surfing,M,14,N
2010,USA,California,Body boarding,M,19,Y
2010,EGYPT,South Sinai Peninsula,Snorkeling,F,,N
2010,AUSTRALIA,New South Wales,Surfing,M,22,N
2010,BAHAMAS,Exuma Islands,Snorkeling,M,,N
2010,BAHAMAS,Abaco Islands,Surfing,F,,N
2010,SOUTH AFRICA,Western Cape Province,Surfing,M,Teen,N
2010,USA,Oregon,Surfing,M,29,N
2010,USA,Virginia,Surfing,M,18,N
2010,SOUTH AFRICA,Western Cape Province,Swimming,M,29,Y
2010,AUSTRALIA,New South Wales,Surfing,M,15,N
2010,USA,Florida,Swimming,M,27,N
2010,TONGA,Ha'api ,Swimming /  Whale Watching,M,24,N
2010,USA,Florida,Surfing,M,,N
2010,USA,Florida,Surfing,M,24,N
2010,USA,Florida,Surfing,M,24,N
2010,SOLOMON ISLANDS,Western Province,,M,34,N
2010,BAHAMAS,Exuma Islands,Swimming after boat became disabled,M,43,No informed
2010,USA,Florida,Boogie Boarding,M,10,N
2010,AUSTRALIA,Western Australia,Surfing,M,31,Y
2010,USA,California,Kayak Fishing,M,45,N
2010,AUSTRALIA,Queensland,Fishing,F,,N
2010,SOUTH KOREA,Jeju Province,Swimming,F,16,N
2010,AUSTRALIA,New South Wales,Surfing,M,47,N
2010,USA,North Carolina,Surfing,M,25,N
2010,MALTA,,Windsurfing,M,35,N
2010,USA,Florida,Swimming,F,,No informed
2010,USA,California,Kayaking,M,,N
2010,USA,Florida,Standing,F,37,N
2010,USA,South Carolina,Standing,M,16,N
2010,USA,Florida,Surfing,M,20,N
2010,USA,South Carolina,Swimming,M,10,N
2010,USA,North Carolina,Swimming,F,13,N
2010,USA,Florida,Surfing,M,55,N
2010,SPAIN,Grand Canary Island,Swimming,M,9,N
2010,USA,Texas,Fishing,M,,N
2010,USA,Florida,Fishing,M,,N
2010,SOUTH AFRICA,KwaZulu-Natal,Snorkeling,F,21,N
2010,USA,New York,Fishing,M,20,N
2010,USA,California,Surfing,M,19,N
2010,USA,California,Stand-Up Paddleboarding,M,48,N
2010,USA,Texas,Surfing,M,20,N
2010,USA,South Carolina,Boogie Boarding,F,6,N
2010,USA,North Carolina,Swimming,F,13,N
2010,VIETNAM,Binh Dinh Province,Swimming,M,17,N
2010,USA,Florida,Boogie Boarding,F,18,N
2010,AUSTRALIA,Western Australia,Surfing,M,40,N
2010,USA,Florida,Surfing,M,20,N
2010,USA,Florida,Fishing,M,49,N
2010,VIETNAM,Binh Dinh Province,Rescuing,F,58,N
2010,VIETNAM,Binh Dinh Province,Swimming,F,60,N
2010,AUSTRALIA,New South Wales,Surfing,M,,N
2010,MADAGASCAR,Antsiranana Province,Scuba diving,M,59,N
2010,USA,Florida,Wading,F,10,N
2010,USA,Florida,Measuring sharks,M,29,N
2010,USA,Hawaii,Surfing,M,68,N
2010,SOUTH AFRICA,Eastern Cape Province,Surfing,M,35,N
2010,EGYPT,Sinai Peninsula,Swimming / treading water,M,24,N
2010,REUNION,Saint-Benoit,Surfing,M,34,N
2010,NEW ZEALAND,South Island,Swimming,M,,N
2010,SOUTH AFRICA,Eastern Cape Province,Surfing,M,,N
2010,FIJI,Off Vanua Levu,Scuba diving,M,19,Y
2010,AUSTRALIA,Queensland,Snorkeling,F,60,N
2010,AUSTRALIA,New South Wales,Surfing,M,46,N
2010,NEW ZEALAND,South Island,Spearfishing,M,,N
2010,AUSTRALIA,New South Wales,Body boarding,M,18,N
2010,USA,Florida,Surf fishing / wading,M,,N
2010,GUAM,Merizo,Spearfishing (free diving),M,31,No informed
2010,USA,Florida,Kite Boarding,M,38,Y
2010,NEW ZEALAND,South Island,Boogie Boarding,F,14,N
2010,BRAZIL,Rio Grande Do Sul,Surfing,M,29,N
2010,AUSTRALIA,Queensland,Surfing,M,,N
2010,UNITED ARAB EMIRATES (UAE),Dubai,Surfing,M,54,N
2010,AUSTRALIA,Victoria,Surfing,M,,N
2010,SOUTH AFRICA,Western Province,Standing,M,37,Y
2010,AUSTRALIA,Torres Strait,Snorkeling,F,9,N
2010,VIETNAM,Binh Dinh Province,,F,,N
2010,VIETNAM,Binh Dinh Province,,M,,N
2010,VIETNAM,Binh Dinh Province,Bathing,M,,N
2010,USA,Florida,Spearfishing,M,32,N
2010,SOUTH AFRICA,Eastern Province,Surfing,M,,N
